sfc_wspd,sfc_wdir,t_slow,rh_slow,t_fast,dewpoint,der_rh,pressure,compass_dir,gps_date,gps_time,lat,lon,gps_alt,gps_spd,gps_dir,panel_temp,qc1,qc2,qc3,qc4
0.294,47.37,7.8,49.9,7.664,-1.997,50.37,975.68,256.3,10325,132508,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.294,47.17,7.8,49.9,7.682,-1.997,50.31,975.68,256.4,10325,132509,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.294,47.41,7.8,49.9,7.663,-1.997,50.37,975.68,256.5,10325,132510,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.196,48.82,7.8,49.9,7.642,-1.997,50.45,975.68,256.5,10325,132511,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.196,53.74,7.8,49.8,7.641,-2.025,50.35,975.68,256.5,10325,132512,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.196,61.38,7.8,49.8,7.623,-2.025,50.41,975.68,256.4,10325,132513,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.196,68.97,7.8,49.8,7.637,-2.025,50.36,975.68,256.5,10325,132514,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.098,73.25,7.8,49.8,7.63,-2.025,50.38,975.68,256.5,10325,132515,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.294,74.19,7.8,49.8,7.621,-2.025,50.42,975.68,256.6,10325,132516,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.196,73.16,7.8,49.8,7.653,-2.025,50.31,975.68,256.5,10325,132517,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.392,69.54,7.8,49.8,7.7,-2.025,50.15,975.68,256.5,10325,132518,35.24552,-97.47582,381.9,0.0,0.0,12.04,0,1,0,0
0.196,66.46,7.8,49.8,7.775,-2.025,49.89,975.68,256.5,10325,132519,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.294,64.05,7.8,49.8,7.841,-2.025,49.67,975.68,256.5,10325,132520,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.294,60.67,7.8,49.8,7.886,-2.025,49.51,975.68,256.5,10325,132521,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.392,60.49,7.8,49.8,7.895,-2.025,49.48,975.68,256.5,10325,132522,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.294,65.73,7.8,49.8,7.858,-2.025,49.61,975.67,256.5,10325,132523,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.294,72.61,7.8,49.8,7.826,-2.025,49.72,975.67,256.4,10325,132524,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.392,74.83,7.8,49.8,7.917,-2.025,49.41,975.67,256.4,10325,132525,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.196,73.36,7.8,49.8,7.965,-2.025,49.25,975.67,256.4,10325,132526,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.294,72.13,7.8,49.8,7.969,-2.025,49.23,975.67,256.4,10325,132527,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.196,70.24,7.8,49.8,7.966,-2.025,49.24,975.67,256.5,10325,132528,35.24552,-97.47582,381.8,0.0,0.0,12.04,0,1,0,0
0.196,67.81,7.8,49.8,7.949,-2.025,49.3,975.67,256.3,10325,132529,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.294,67.36,7.8,49.8,7.95,-2.025,49.3,975.67,256.3,10325,132530,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.196,67.56,7.8,49.8,8.05,-2.025,48.97,975.67,256.2,10325,132531,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.392,66.8,7.8,49.8,8.13,-2.025,48.7,975.67,256.4,10325,132532,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.294,62.88,7.8,49.8,8.18,-2.025,48.53,975.67,256.3,10325,132533,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.294,56.52,7.8,49.8,8.22,-2.025,48.4,975.67,256.4,10325,132534,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.196,48.34,7.8,49.8,8.28,-2.025,48.2,975.68,256.4,10325,132535,35.24552,-97.47582,381.8,0.0,0.0,12.03,0,1,0,0
0.294,43.73,7.8,49.8,8.28,-2.025,48.22,975.68,256.3,10325,132536,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.196,44.49,7.8,49.8,8.21,-2.025,48.45,975.68,256.3,10325,132537,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.196,44.41,7.8,49.8,8.12,-2.025,48.73,975.68,256.3,10325,132538,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.196,44.2,7.8,49.8,8.05,-2.025,48.98,975.68,256.3,10325,132539,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.196,44.87,7.8,49.8,7.972,-2.025,49.22,975.68,256.3,10325,132540,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,45.7,7.8,49.8,7.908,-2.025,49.44,975.68,256.4,10325,132541,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.098,45.69,7.8,49.8,7.861,-2.025,49.6,975.68,256.3,10325,132542,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,45.56,7.8,49.8,7.822,-2.025,49.73,975.68,256.3,10325,132543,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,45.63,7.8,49.8,7.868,-2.025,49.57,975.68,256.4,10325,132544,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,45.55,7.8,49.8,7.952,-2.025,49.29,975.68,256.2,10325,132545,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,46.01,7.8,49.7,8.04,-2.052,48.89,975.68,256.2,10325,132546,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,47.0,7.8,49.7,8.13,-2.052,48.59,975.68,256.4,10325,132547,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,47.7,7.8,49.7,8.18,-2.052,48.44,975.68,256.4,10325,132548,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,48.2,7.8,49.7,8.16,-2.052,48.49,975.68,256.4,10325,132549,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,47.08,7.8,49.7,8.18,-2.052,48.43,975.69,256.2,10325,132550,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,43.32,7.8,49.7,8.22,-2.052,48.3,975.69,256.2,10325,132551,35.24552,-97.47582,381.7,0.0,0.0,12.03,0,1,0,0
0.0,38.48,7.8,49.7,8.22,-2.052,48.29,975.69,256.2,10325,132552,35.24552,-97.47582,381.7,0.0,0.0,12.02,0,1,0,0
0.0,35.81,7.8,49.7,8.21,-2.052,48.32,975.69,256.3,10325,132553,35.24552,-97.47582,381.7,0.0,0.0,12.02,0,1,0,0
0.0,34.51,7.8,49.7,8.19,-2.052,48.4,975.69,256.3,10325,132554,35.24552,-97.47582,381.7,0.0,0.0,12.02,0,1,0,0
0.0,35.43,7.8,49.7,8.17,-2.052,48.46,975.69,256.3,10325,132555,35.24552,-97.47582,381.7,0.0,0.0,12.02,0,1,0,0
0.0,35.77,7.8,49.7,8.17,-2.052,48.47,975.69,256.3,10325,132556,35.24552,-97.47582,381.7,0.0,0.0,12.02,0,1,0,0
0.0,35.91,7.8,49.7,8.15,-2.052,48.53,975.7,256.4,10325,132557,35.24552,-97.47582,381.7,0.0,0.0,12.02,0,1,0,0
0.098,36.71,7.9,49.7,8.14,-1.959,48.91,975.7,256.4,10325,132558,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.196,36.14,7.9,49.7,8.14,-1.959,48.89,975.7,256.3,10325,132559,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.098,34.21,7.9,49.7,8.12,-1.959,48.96,975.7,256.4,10325,132600,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.196,30.07,7.9,49.7,8.1,-1.959,49.03,975.7,256.4,10325,132601,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.196,21.4,7.9,49.7,8.08,-1.959,49.09,975.69,256.4,10325,132602,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.196,10.28,7.9,49.7,8.06,-1.959,49.16,975.69,256.5,10325,132603,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.098,0.759,7.9,49.7,8.03,-1.959,49.28,975.7,256.4,10325,132604,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.0,359.6,7.9,49.7,7.991,-1.959,49.4,975.7,256.4,10325,132605,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.0,4.256,7.9,49.7,7.957,-1.959,49.51,975.7,256.4,10325,132606,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.0,12.95,7.9,49.7,7.928,-1.959,49.61,975.69,256.5,10325,132607,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.0,19.92,7.9,49.7,7.898,-1.959,49.71,975.7,256.3,10325,132608,35.24552,-97.47582,381.6,0.0,0.0,12.02,0,1,0,0
0.0,20.29,7.9,49.7,7.861,-1.959,49.84,975.7,256.3,10325,132607,35.24552,-97.47582,381.4,0.0,0.0,12.02,0,1,0,0
0.0,17.99,7.9,49.7,7.821,-1.959,49.97,975.7,256.3,10325,132608,35.24552,-97.47582,381.1,0.0,0.0,12.02,0,1,0,0
0.0,17.57,7.9,49.7,7.783,-1.959,50.1,975.7,256.4,10325,132609,35.24552,-97.47582,380.8,0.0,0.0,12.02,0,1,0,0
0.0,15.5,7.9,49.7,7.76,-1.959,50.18,975.7,256.2,10325,132610,35.24552,-97.47582,380.6,0.0,0.0,12.02,0,1,0,0
0.0,12.38,7.9,49.7,7.738,-1.959,50.26,975.7,256.2,10325,132611,35.24552,-97.47582,380.3,0.0,0.0,12.02,0,1,0,0
0.0,10.26,7.9,49.7,7.715,-1.959,50.34,975.7,256.1,10325,132612,35.24552,-97.47582,380.1,0.0,0.0,12.02,0,1,0,0
0.0,11.23,7.9,49.7,7.688,-1.959,50.43,975.7,256.0,10325,132613,35.24552,-97.47582,379.9,0.0,0.0,12.02,0,1,0,0
0.0,13.72,7.9,49.7,7.663,-1.959,50.51,975.7,256.1,10325,132614,35.24553,-97.47582,379.6,0.0,0.0,12.02,0,1,0,0
0.0,14.08,7.9,49.7,7.653,-1.959,50.55,975.7,256.1,10325,132615,35.24553,-97.47582,379.4,0.0,0.0,12.02,0,1,0,0
0.0,13.7,7.9,49.6,7.64,-1.987,50.49,975.7,256.2,10325,132616,35.24553,-97.47582,379.1,0.0,0.0,12.01,0,1,0,0
0.0,12.96,7.9,49.6,7.621,-1.987,50.56,975.7,256.2,10325,132617,35.24553,-97.47582,378.9,0.0,0.0,12.01,0,1,0,0
0.0,12.87,7.9,49.6,7.61,-1.987,50.6,975.7,256.3,10325,132618,35.24553,-97.47582,378.7,0.0,0.0,12.01,0,1,0,0
0.0,12.38,7.9,49.6,7.601,-1.987,50.63,975.7,256.3,10325,132619,35.24553,-97.47582,378.5,0.0,0.0,12.01,0,1,0,0
0.0,11.1,7.9,49.6,7.591,-1.987,50.66,975.7,256.4,10325,132620,35.24553,-97.47582,378.5,0.0,0.0,12.01,0,1,0,0
0.0,8.36,7.9,49.6,7.583,-1.987,50.69,975.7,256.3,10325,132621,35.24553,-97.47582,378.5,0.0,0.0,12.01,0,1,0,0
0.0,5.48,7.9,49.6,7.579,-1.987,50.7,975.7,256.4,10325,132622,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,2.583,7.9,49.6,7.579,-1.987,50.7,975.7,256.3,10325,132623,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,358.0,7.9,49.6,7.57,-1.987,50.73,975.7,256.4,10325,132624,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,351.5,7.9,49.6,7.564,-1.987,50.75,975.7,256.4,10325,132625,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,344.1,7.9,49.6,7.559,-1.987,50.77,975.7,256.4,10325,132626,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,337.2,7.9,49.6,7.59,-1.987,50.66,975.7,256.4,10325,132627,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,331.3,7.9,49.5,7.603,-2.014,50.52,975.7,256.3,10325,132628,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,326.6,7.9,49.5,7.641,-2.014,50.39,975.7,256.4,10325,132629,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,322.5,7.9,49.5,7.691,-2.014,50.22,975.7,256.4,10325,132630,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,318.5,7.9,49.5,7.682,-2.014,50.25,975.7,256.4,10325,132631,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,314.9,7.9,49.5,7.661,-2.014,50.32,975.7,256.4,10325,132632,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,313.1,7.9,49.5,7.646,-2.014,50.37,975.7,256.4,10325,132633,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,312.6,7.9,49.5,7.63,-2.014,50.43,975.7,256.4,10325,132634,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,311.7,7.9,49.5,7.62,-2.014,50.46,975.7,256.5,10325,132635,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,310.7,7.9,49.5,7.608,-2.014,50.5,975.7,256.5,10325,132636,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,310.5,7.9,49.5,7.6,-2.014,50.53,975.71,256.4,10325,132637,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,310.6,7.9,49.5,7.603,-2.014,50.52,975.71,256.5,10325,132638,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,310.5,7.9,49.5,7.598,-2.014,50.54,975.71,256.5,10325,132639,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,310.4,7.9,49.5,7.585,-2.014,50.58,975.71,256.5,10325,132640,35.24553,-97.47582,378.4,0.0,0.0,12.01,0,1,0,0
0.0,309.9,7.9,49.5,7.564,-2.014,50.65,975.71,256.5,10325,132641,35.24553,-97.47582,378.3,0.0,0.0,12.01,0,1,0,0
0.0,309.1,7.9,49.5,7.548,-2.014,50.71,975.71,256.7,10325,132642,35.24553,-97.47582,378.3,0.0,0.0,12.01,0,1,0,0
0.0,308.9,7.9,49.5,7.551,-2.014,50.7,975.71,256.6,10325,132643,35.24553,-97.47582,378.3,0.0,0.0,12.01,0,1,0,0
0.0,308.9,7.9,49.6,7.562,-1.987,50.76,975.71,256.6,10325,132644,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,308.7,7.9,49.6,7.577,-1.987,50.71,975.71,256.6,10325,132645,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,307.5,7.9,49.6,7.591,-1.987,50.66,975.71,256.6,10325,132646,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,306.7,7.9,49.6,7.598,-1.987,50.64,975.71,256.6,10325,132647,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,306.0,7.9,49.6,7.606,-1.987,50.61,975.71,256.6,10325,132648,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,304.3,7.9,49.6,7.614,-1.987,50.58,975.71,256.6,10325,132649,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,300.5,7.9,49.6,7.605,-1.987,50.61,975.71,256.5,10325,132650,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,295.8,7.8,49.6,7.605,-2.079,50.27,975.71,256.5,10325,132651,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,290.7,7.8,49.6,7.617,-2.079,50.23,975.71,256.4,10325,132652,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,286.1,7.8,49.6,7.634,-2.079,50.17,975.71,256.4,10325,132653,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,283.0,7.8,49.6,7.642,-2.079,50.14,975.71,256.5,10325,132654,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,281.4,7.8,49.6,7.634,-2.079,50.17,975.71,256.5,10325,132655,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.8,7.8,49.6,7.601,-2.079,50.28,975.71,256.4,10325,132656,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.9,7.8,49.6,7.579,-2.079,50.36,975.71,256.6,10325,132657,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.8,7.8,49.7,7.567,-2.052,50.5,975.71,256.5,10325,132658,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.7,7.8,49.7,7.57,-2.052,50.49,975.71,256.5,10325,132659,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.7,7.8,49.7,7.581,-2.052,50.45,975.71,256.5,10325,132700,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.7,7.8,49.7,7.59,-2.052,50.42,975.71,256.5,10325,132701,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.7,7.8,49.7,7.601,-2.052,50.38,975.71,256.5,10325,132702,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.8,7.8,49.7,7.613,-2.052,50.34,975.71,256.6,10325,132703,35.24553,-97.47582,378.3,0.0,0.0,12.0,0,1,0,0
0.0,280.8,7.8,49.8,7.623,-2.025,50.41,975.71,256.6,10325,132704,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,280.9,7.8,49.8,7.631,-2.025,50.38,975.71,256.6,10325,132705,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,281.1,7.8,49.8,7.638,-2.025,50.36,975.71,256.6,10325,132706,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,281.4,7.8,49.8,7.641,-2.025,50.35,975.71,256.6,10325,132707,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,281.0,7.8,49.8,7.645,-2.025,50.33,975.71,256.7,10325,132708,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,282.2,7.8,49.8,7.649,-2.025,50.32,975.71,256.7,10325,132709,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,284.6,7.8,49.8,7.655,-2.025,50.3,975.71,256.7,10325,132710,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,289.3,7.8,49.9,7.665,-1.997,50.37,975.71,256.6,10325,132711,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,299.8,7.8,49.9,7.682,-1.997,50.31,975.71,256.7,10325,132712,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,307.9,7.8,49.9,7.69,-1.997,50.28,975.71,256.6,10325,132713,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,312.0,7.8,49.9,7.689,-1.997,50.28,975.71,256.5,10325,132714,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,314.3,7.8,49.9,7.686,-1.997,50.29,975.71,256.5,10325,132715,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,316.0,7.8,49.9,7.684,-1.997,50.3,975.71,256.5,10325,132716,35.24553,-97.47582,378.2,0.0,0.0,12.0,0,1,0,0
0.0,,7.8,49.9,7.675,-1.997,50.33,975.71,,10325,132717,35.24553,-97.47582,378.2,0.0,0.0,11.99,0,1,0,0
0.0,317.7,7.8,49.9,7.672,-1.997,50.34,975.71,256.6,10325,132718,35.24553,-97.47582,378.2,0.0,0.0,11.99,0,1,0,0
